Property_Key,Property_ID,Latitude,Longitude,Accommodates,Availability_365,Has_availability,Reviews_per_month,Calculated_host_listings_count,Property_type,Instant_bookable,Room_type,Bedrooms,Beds,Bathrooms,Bathrooms_type,Neighbourhood_cleansed,Number_of_reviews,Number_of_reviews_l30d,Review_scores_rating,Review_scores_accuracy,Review_scores_checkin,Review_scores_cleanliness,Review_scores_communication,Review_scores_location,Review_scores_value,Amenity_Count,avgprice
390,6047999,52.39253,4.87186,5,0,1,0.34,1,Shared room in apartment,0,Shared room,1,4,1,shared bath(s),Westerpark,23,0,95,10,9,9,9,9,9,18,180.0109589
391,21695149,52.36765,4.85452,2,0,1,0.51,5,Shared room in apartment,0,Shared room,1,1,1,shared bath(s),De Baarsjes - Oud-West,18,0,93,9,9,10,10,9,9,28,70
392,7200210,52.34569,4.87243,2,0,1,0.02,1,Shared room in apartment,0,Shared room,1,1,1,shared bath(s),Zuid,1,0,100,10,10,10,10,10,10,12,65
393,22297492,52.37406,4.90156,3,0,1,0.06,1,Shared room in apartment,0,Shared room,1,3,1,shared bath(s),Centrum-Oost,2,0,100,10,10,10,10,10,10,11,80.82739726
394,36221425,52.41646,4.89011,1,362,1,0.77,4,Shared room in apartment,0,Shared room,1,1,1,shared bath(s),Noord-West,12,0,88,9,9,9,10,9,9,4,17
395,37491704,52.35278,4.89461,2,0,1,0.68,11,Shared room in apartment,0,Shared room,1,1,1.5,shared bath(s),De Pijp - Rivierenbuurt,9,0,100,10,10,10,10,10,9,24,190.7650273
396,987355,52.37575,4.89295,2,361,1,3.27,1,Shared room in apartment,1,Shared room,1,2,1,shared bath(s),Centrum-West,300,1,90,10,10,9,10,10,9,4,83.76712329
397,551495,52.30676,4.97829,4,178,1,0.78,5,Shared room in camper/rv,0,Shared room,1,0,0,shared bath(s),Gaasperdam - Driemond,67,0,85,8,9,8,9,8,8,10,75
398,760599,52.3658,4.89911,4,0,1,0.73,1,Shared room in houseboat,0,Shared room,1,4,1,shared bath(s),Centrum-Oost,63,0,92,9,9,9,9,10,9,14,228
399,30814294,52.3656,4.87507,2,0,1,0.51,11,Shared room in houseboat,0,Shared room,1,1,1,shared bath(s),De Baarsjes - Oud-West,11,0,100,10,10,10,10,10,9,25,233.5273224
400,14035280,52.37305,4.90373,2,0,1,0.46,1,Shared room in apartment,0,Shared room,1,1,1,shared bath(s),Centrum-Oost,23,0,96,10,9,10,10,10,10,17,60.11444142
401,23200525,52.35504,5.00017,2,0,1,0.47,1,Shared room in apartment,0,Shared room,1,1,1.5,shared bath(s),IJburg - Zeeburgereiland,15,0,97,10,10,10,10,9,10,15,28.09041096
18297,29067735,52.35269,4.88687,2,0,1,0.25,1,Entire apartment,0,Entire home/apt,0,1,1,shared bath(s),De Pijp - Rivierenbuurt,6,0,90,9,10,10,10,10,8,22,120
18298,29095106,52.35343,4.91887,2,0,1,0.13,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oud-Oost,3,0,100,10,10,10,10,10,10,17,119
18299,29099145,52.3562,4.90005,4,0,1,0.09,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),De Pijp - Rivierenbuurt,2,0,100,9,10,9,10,10,9,16,140
18300,29127513,52.36575,4.87122,2,0,1,0.17,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,4,0,100,10,10,9,10,8,10,29,160
18301,29139554,52.37892,4.87405,2,89,1,0.46,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Westerpark,10,0,100,10,10,10,10,10,9,17,185
18302,29170503,52.34778,4.91085,3,363,1,0.51,5,Entire apartment,0,Entire home/apt,3,3,2,shared bath(s),De Pijp - Rivierenbuurt,11,0,98,10,10,10,10,10,9,20,350
18303,29183371,52.36703,4.84876,2,0,1,0.04,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Slotervaart,1,0,100,10,10,10,10,10,10,14,130
18304,29260652,52.35557,4.91043,2,0,1,0.3,1,Entire apartment,1,Entire home/apt,1,1,1.5,shared bath(s),Oud-Oost,7,0,100,10,10,10,10,10,10,37,200
18305,29307344,52.37436,4.86432,2,0,1,0.5,1,Entire apartment,0,Entire home/apt,1,2,1,shared bath(s),De Baarsjes - Oud-West,12,0,100,10,10,10,10,10,10,28,100.1342466
18306,29383911,52.38459,4.88747,4,365,1,0.31,5,Entire serviced apartment,1,Entire home/apt,2,0,1,shared bath(s),Centrum-West,4,0,95,9,10,9,10,10,9,28,310.4164384
18307,29392478,52.38286,4.84855,2,0,1,0.96,1,Entire apartment,1,Entire home/apt,0,1,1,shared bath(s),Bos en Lommer,23,0,89,9,9,9,9,8,9,10,70.1369863
18308,29528129,52.38256,4.85507,2,0,1,0,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Bos en Lommer,0,0,0,0,0,0,0,0,0,22,60.08493151
18309,29622686,52.35017,4.89932,3,363,1,0.46,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),De Pijp - Rivierenbuurt,10,0,98,10,10,10,10,9,10,23,141.3287671
18310,29627916,52.35343,4.8932,2,87,1,0.05,1,Entire apartment,0,Entire home/apt,1,1,1.5,shared bath(s),De Pijp - Rivierenbuurt,1,0,100,10,10,10,10,10,10,24,250
18311,29647630,52.35925,4.91096,2,0,1,0.3,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oud-Oost,7,0,89,9,9,10,9,9,9,23,105
18312,29678352,52.34324,4.89356,4,192,1,0.21,1,Entire apartment,0,Entire home/apt,3,4,3,shared bath(s),De Pijp - Rivierenbuurt,4,0,100,10,10,10,10,10,10,26,220
18313,29701154,52.37397,4.84553,2,0,1,0.69,1,Entire apartment,0,Entire home/apt,1,1,1.5,shared bath(s),Bos en Lommer,16,0,99,10,10,10,10,9,9,13,90
18314,29799293,52.38309,4.85146,3,0,1,0.32,1,Entire apartment,0,Entire home/apt,1,1,1.5,shared bath(s),Bos en Lommer,7,0,100,10,10,9,10,9,9,23,120
18315,29818159,52.36361,4.87378,2,319,1,0.19,4,Entire serviced apartment,1,Entire home/apt,0,1,1,shared bath(s),De Baarsjes - Oud-West,4,0,90,9,10,9,10,10,9,26,185.7945205
18316,29818390,52.37718,4.85242,4,0,1,0.78,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Bos en Lommer,16,0,100,10,10,10,10,9,9,23,245
14570,45142881,52.38119,4.87253,3,192,1,0,1,Entire apartment,1,Entire home/apt,2,1,1.5,shared bath(s),Westerpark,0,0,0,0,0,0,0,0,0,16,100.0328767
14571,45156204,52.36024,4.89897,4,98,1,2,1,Entire apartment,1,Entire home/apt,2,3,1,shared bath(s),Centrum-Oost,2,2,100,10,9,10,9,10,10,16,124.509589
14572,45326415,52.36183,4.85379,3,52,1,0,1,Entire apartment,0,Entire home/apt,2,2,1.5,shared bath(s),De Baarsjes - Oud-West,0,0,0,0,0,0,0,0,0,28,125
14573,45392579,52.36288,4.88485,4,362,1,0,1,Entire apartment,0,Entire home/apt,1,3,1.5,shared bath(s),Centrum-Oost,0,0,0,0,0,0,0,0,0,21,170.0356164
14574,45422755,52.4181,5.06808,4,364,1,0,1,Houseboat,0,Entire home/apt,1,4,0,shared bath(s),Noord-Oost,0,0,0,0,0,0,0,0,0,5,140
14575,34463121,52.3686,4.87589,2,362,1,0.18,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,3,0,100,10,9,10,10,10,10,24,160
14576,34467697,52.36974,4.87256,3,0,1,0.12,1,Entire apartment,0,Entire home/apt,2,2,1.5,shared bath(s),De Baarsjes - Oud-West,2,0,100,10,10,9,10,10,10,33,226.0327869
14577,34533379,52.35949,4.85688,4,0,1,0.12,2,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),De Baarsjes - Oud-West,2,0,100,10,10,10,10,10,8,2,140
14578,34561669,52.36058,4.91314,2,0,1,0,1,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),Oud-Oost,0,0,0,0,0,0,0,0,0,6,110
14579,34646769,52.36758,4.85303,4,13,1,0.26,1,Entire apartment,0,Entire home/apt,1,2,1,shared bath(s),De Baarsjes - Oud-West,4,0,95,10,10,10,10,10,9,28,140.4219178
14580,34799367,52.34874,4.88809,4,0,1,0.24,1,Entire apartment,1,Entire home/apt,1,1,1.5,shared bath(s),De Pijp - Rivierenbuurt,4,0,100,10,10,10,10,10,9,30,225
14581,35004705,52.38995,4.88933,2,0,1,0.18,1,Entire apartment,0,Entire home/apt,1,1,1.5,shared bath(s),Westerpark,3,0,100,10,9,9,10,9,9,26,130
14582,35222232,52.36894,4.86534,2,0,1,0.14,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,2,0,80,9,10,7,10,10,10,10,140
14583,35284470,52.37113,4.85784,4,0,1,0.31,1,Entire apartment,0,Entire home/apt,3,4,1,shared bath(s),De Baarsjes - Oud-West,5,0,100,10,10,10,10,10,10,29,200
14584,35310146,52.37028,4.85185,2,0,1,0.13,86,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,2,0,70,8,2,8,6,10,6,23,196.5205479
14585,35339730,52.35349,4.89722,4,0,1,0.45,1,Entire apartment,1,Entire home/apt,1,1,1.5,shared bath(s),De Pijp - Rivierenbuurt,7,0,96,10,10,10,10,10,9,13,150
14586,35342981,52.36376,4.91645,2,0,1,0.36,1,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),Centrum-Oost,1,0,100,10,10,10,10,10,10,15,229.0082192
14587,35475839,52.38217,4.88827,3,0,1,0.8,1,Entire apartment,1,Entire home/apt,0,2,1,shared bath(s),Centrum-West,13,0,98,10,10,9,10,10,9,15,182.1917808
14588,35502896,52.36462,4.94142,2,0,1,0.2,1,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),Oostelijk Havengebied - Indische Buurt,3,0,100,10,10,9,10,10,10,7,90.07671233
14589,35604367,52.37007,4.88049,2,0,1,0.06,1,Entire apartment,1,Entire home/apt,0,1,1,shared bath(s),Centrum-West,1,0,0,0,0,0,0,0,0,15,130
402,44470400,52.2993,4.98165,2,0,1,2.47,1,Shared room in apartment,1,Shared room,1,0,1,shared bath(s),Gaasperdam - Driemond,6,0,90,9,9,10,9,10,9,13,60
403,28772843,52.34993,4.89793,2,0,1,0.52,1,Shared room in apartment,0,Shared room,1,1,1,shared bath(s),De Pijp - Rivierenbuurt,12,0,95,9,10,9,10,10,9,29,98.5369863
404,42513544,52.36441,4.88218,1,365,1,0,2,Shared room in apartment,0,Shared room,1,0,1,shared bath(s),Centrum-Oost,0,0,0,0,0,0,0,0,0,11,55
405,4054356,52.36155,4.86428,1,0,1,2.68,1,Shared room in apartment,0,Shared room,1,1,1,shared bath(s),De Baarsjes - Oud-West,198,0,95,10,10,10,10,10,9,16,51
406,14620581,52.34731,4.90915,1,177,1,0.06,1,Shared room in apartment,0,Shared room,1,0,0,shared bath(s),De Pijp - Rivierenbuurt,3,0,80,8,10,7,10,8,9,11,114.2465753
407,5921341,52.35513,4.86857,2,0,1,0.06,1,Shared room in apartment,1,Shared room,1,0,1.5,shared bath(s),Zuid,3,0,93,8,9,10,9,10,9,21,108
408,20274773,52.35121,4.92312,1,0,1,0.29,1,Shared room in apartment,1,Shared room,1,1,1,shared bath(s),Watergraafsmeer,11,0,96,10,10,10,10,9,9,10,26.77260274
409,25758107,52.4043,4.9083,3,365,1,2.25,2,Shared room in apartment,0,Shared room,1,2,1,shared bath(s),Noord-West,62,0,96,10,10,10,10,9,9,17,100.6246575
410,28925773,52.35267,4.83581,2,0,1,0.41,1,Shared room in apartment,0,Shared room,1,1,1,shared bath(s),Slotervaart,10,0,100,10,10,10,10,10,10,20,80
411,41259974,52.3691,4.8656,2,126,1,0.32,1,Shared room in apartment,0,Shared room,1,1,1,shared bath(s),De Baarsjes - Oud-West,3,0,90,9,10,10,10,10,8,17,67.10410959
412,26950128,52.35197,4.84939,2,0,1,2.44,1,Shared room in apartment,0,Shared room,1,2,1,shared bath(s),Zuid,65,0,92,9,9,9,9,9,9,24,75.01369863
413,42502109,52.37985,4.89324,4,0,1,0,1,Shared room in apartment,0,Shared room,1,5,1,shared bath(s),Centrum-West,0,0,0,0,0,0,0,0,0,13,167.4234973
414,4347291,52.37863,4.80274,2,97,1,0.28,3,Shared room in loft,0,Shared room,1,2,1,shared bath(s),Geuzenveld - Slotermeer,20,0,90,9,9,9,10,9,9,16,43.01369863
415,21866588,52.35706,4.83509,1,0,1,4.34,1,Shared room in loft,1,Shared room,1,1,1,shared bath(s),Slotervaart,150,0,86,9,9,7,9,9,9,17,33.4109589
416,26626917,52.31605,4.95342,1,326,1,0,1,Shared room in hostel,1,Shared room,1,10,1,shared bath(s),Bijlmer-Centrum,0,0,0,0,0,0,0,0,0,12,26.26849315
417,41709163,52.37392,4.89635,1,187,1,0,10,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Centrum-West,0,0,0,0,0,0,0,0,0,15,534.3424658
418,43475097,52.37254,4.87633,1,52,1,9.5,12,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Centrum-West,44,4,95,10,10,10,10,10,10,14,44.81917808
419,43584529,52.37239,4.87649,1,51,1,1.34,12,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Centrum-West,5,0,96,10,10,9,10,10,10,14,48.81917808
420,31945260,52.37392,4.89635,1,0,1,11.59,10,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Centrum-West,170,0,91,10,10,9,10,10,9,16,534.8575342
421,43583759,52.37439,4.87702,1,53,1,0,12,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Centrum-West,0,0,0,0,0,0,0,0,0,14,47.86027397
14590,35637048,52.35942,4.94276,4,0,1,0.07,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Oostelijk Havengebied - Indische Buurt,1,0,100,10,10,10,10,10,10,15,200
14591,35666666,52.35584,4.89678,4,0,1,0.14,1,Entire apartment,1,Entire home/apt,2,3,1.5,shared bath(s),De Pijp - Rivierenbuurt,2,0,100,10,10,9,10,10,10,15,250
14592,35700443,52.36232,4.90383,4,0,1,0.65,1,Entire apartment,0,Entire home/apt,2,2,1.5,shared bath(s),Centrum-Oost,7,0,94,10,9,9,10,9,8,34,300
14593,35812954,52.36486,4.87488,2,358,1,0.08,1,Entire apartment,0,Entire home/apt,1,3,1,shared bath(s),De Baarsjes - Oud-West,1,0,100,10,10,10,10,10,10,8,195
14594,35909193,52.3528,4.90828,4,0,1,1.05,4,Houseboat,1,Entire home/apt,3,5,1.5,shared bath(s),De Pijp - Rivierenbuurt,16,0,98,10,10,10,10,10,9,26,550
14595,36054441,52.35257,4.91763,4,0,1,0.4,1,Entire apartment,0,Entire home/apt,3,2,2,shared bath(s),Oud-Oost,6,0,100,10,10,10,10,9,10,31,175
14596,36068855,52.3539,4.8908,4,88,1,0,1,Entire apartment,1,Entire home/apt,3,3,2,shared bath(s),De Pijp - Rivierenbuurt,0,0,0,0,0,0,0,0,0,16,350
14597,36100321,52.37052,4.87932,3,131,1,0.49,1,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),Centrum-West,7,0,83,8,9,8,9,10,8,15,154.7726027
14598,36139698,52.35378,4.92297,2,0,1,0.34,1,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),Oud-Oost,5,0,100,10,10,10,10,10,10,11,120
14599,26185738,52.35356,4.81072,4,178,1,0.59,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Osdorp,16,0,99,10,10,10,10,9,9,34,192.4246575
14600,26224849,52.35393,4.92388,3,343,1,0.22,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oud-Oost,6,0,87,10,10,9,10,9,8,20,121.4520548
14601,26250398,52.36424,4.88501,4,0,1,0.22,13,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Centrum-Oost,6,0,100,10,10,10,10,10,10,30,224
14602,26320866,52.36227,4.86934,4,0,1,0.3,81,Entire apartment,1,Entire home/apt,2,2,1,shared bath(s),De Baarsjes - Oud-West,8,0,100,10,9,9,10,9,9,21,169.3232877
14603,26358087,52.37979,4.87398,2,0,1,0.36,3,Entire apartment,1,Entire home/apt,1,1,1.5,shared bath(s),Westerpark,10,0,100,10,10,10,10,10,10,24,70
14604,26380594,52.35837,4.86009,2,0,1,0.23,1,Entire apartment,0,Entire home/apt,1,1,1.5,shared bath(s),De Baarsjes - Oud-West,6,0,97,10,10,10,10,10,9,15,155
14605,26438243,52.34235,4.91075,4,0,1,0.04,1,Entire apartment,1,Entire home/apt,2,2,1,shared bath(s),De Pijp - Rivierenbuurt,1,0,100,10,10,8,10,10,8,14,115
14606,26496843,52.36392,4.87558,2,0,1,0.74,2,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,20,0,96,10,10,10,10,10,9,24,120
14607,26511702,52.36246,4.86575,2,0,1,0.3,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,8,0,100,10,10,10,10,10,10,26,149
14608,26558562,52.35486,4.9161,2,0,1,0.3,52,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oud-Oost,8,0,100,10,10,10,10,10,9,24,145
14609,26620104,52.35118,4.89007,3,0,1,0.22,2,Entire apartment,0,Entire home/apt,2,2,2.5,shared bath(s),De Pijp - Rivierenbuurt,6,0,97,10,10,10,10,9,9,38,350
18317,29871182,52.34994,4.89488,4,87,1,0.09,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),De Pijp - Rivierenbuurt,1,0,0,0,0,0,0,0,0,12,250
18318,29871645,52.34011,4.91908,2,0,1,0,1,Entire apartment,0,Entire home/apt,0,1,1,shared bath(s),Watergraafsmeer,0,0,0,0,0,0,0,0,0,12,120
18319,29913161,52.35265,4.89742,4,358,1,0.51,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),De Pijp - Rivierenbuurt,11,0,98,10,10,10,10,10,9,24,300
18320,30030055,52.35819,4.92373,4,179,1,0.23,2,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Oud-Oost,3,0,100,10,10,10,10,9,9,9,270
18321,30059099,52.34787,4.84814,6,0,1,0.14,2,Entire apartment,0,Entire home/apt,3,3,1.5,shared bath(s),Zuid,3,0,100,10,10,10,10,9,9,26,400
18322,30064106,52.37727,4.92994,2,89,1,0.4,1,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),Oostelijk Havengebied - Indische Buurt,9,0,98,10,10,10,10,10,10,14,150.3287671
18323,30089759,52.37644,4.8472,2,79,1,0.52,1,Entire apartment,0,Entire home/apt,0,1,1,shared bath(s),Bos en Lommer,12,0,95,9,10,9,10,9,9,15,104
18324,30113658,52.33338,4.872,2,223,1,0.08,1,Entire apartment,0,Entire home/apt,1,1,1.5,shared bath(s),Buitenveldert - Zuidas,1,0,100,10,10,10,10,10,10,14,109.3150685
18325,30169743,52.37117,4.9086,6,350,1,2.45,8,Entire serviced apartment,1,Entire home/apt,2,3,1,shared bath(s),Centrum-Oost,52,0,86,9,9,9,9,9,8,24,336.9616438
18326,30231382,52.33795,4.91933,2,0,1,0,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Watergraafsmeer,0,0,0,0,0,0,0,0,0,20,90
18327,30315145,52.37685,4.86032,2,0,1,0.54,81,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),Bos en Lommer,12,0,89,9,9,9,9,8,8,24,116.6967213
18328,30362471,52.35284,4.88675,4,0,1,0.09,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),De Pijp - Rivierenbuurt,2,0,100,10,10,10,10,10,10,23,150
18329,30368696,52.38178,4.85303,3,0,1,0.09,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Bos en Lommer,2,0,90,10,10,9,9,9,9,27,160
18330,30391280,52.35878,4.92752,4,0,1,0.3,1,Entire apartment,0,Entire home/apt,2,2,1.5,shared bath(s),Oud-Oost,6,0,100,10,10,10,10,10,10,22,233
18331,30415573,52.35029,4.85309,2,0,1,0.14,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Zuid,3,0,100,10,10,10,10,10,10,20,109
18332,30442884,52.3664,4.86491,2,0,1,0.19,1,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,4,0,90,10,10,10,10,10,10,25,105.0465753
18333,30456037,52.35188,4.90024,4,0,1,0.32,1,Entire apartment,0,Entire home/apt,2,2,1.5,shared bath(s),De Pijp - Rivierenbuurt,7,0,100,10,10,10,10,10,10,27,95.04931507
18334,30523093,52.3765,4.87599,4,0,1,0.26,1,Entire apartment,0,Entire home/apt,2,2,1.5,shared bath(s),Westerpark,4,0,100,9,10,10,10,10,9,19,375
18335,30553840,52.36081,4.92685,2,0,1,0.46,5,Entire serviced apartment,1,Entire home/apt,0,1,1,shared bath(s),Oud-Oost,7,0,86,9,8,10,9,9,8,26,173.5519126
18336,30700972,52.38038,4.88087,4,88,1,0.07,1,Entire apartment,0,Entire home/apt,3,3,2,shared bath(s),Centrum-West,1,0,100,10,10,10,10,10,10,24,200
422,41339519,52.37392,4.89635,1,188,1,0.13,10,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Centrum-West,1,0,100,10,10,10,10,10,10,16,569.6164384
423,31945123,52.37392,4.89635,1,184,1,6.91,10,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Centrum-West,100,0,89,9,9,9,9,10,9,16,525.5643836
424,35927687,52.36116,4.91871,1,1,1,42.8,4,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Oud-Oost,682,7,91,9,10,9,9,10,9,4,67.84972678
425,41709087,52.37392,4.89635,1,189,1,0.12,10,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Centrum-West,1,0,100,10,10,10,8,10,8,15,570.9753425
426,45539504,52.3881,4.91438,2,180,1,0,12,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Oud-Noord,0,0,0,0,0,0,0,0,0,2,73.49863014
427,43584324,52.37295,4.87698,1,69,1,0.28,12,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Centrum-West,1,0,100,8,10,10,8,10,10,13,47.81917808
428,43575689,52.37455,4.8779,1,30,1,5.71,12,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Centrum-West,16,4,95,10,10,9,10,9,9,13,44.81917808
429,43584459,52.37245,4.87699,1,0,1,0.98,12,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Centrum-West,3,0,80,8,8,8,8,8,8,13,48.83333333
430,45539425,52.3881,4.91438,1,1,1,0,12,Shared room in hostel,1,Shared room,1,1,1,shared bath(s),Oud-Noord,0,0,0,0,0,0,0,0,0,2,47.38251366
431,4666359,52.35307,5.00648,9,101,1,0.98,1,Shared room in boat,1,Shared room,1,20,2,shared bath(s),IJburg - Zeeburgereiland,69,0,94,9,10,9,10,9,9,24,536.6986301
432,20840176,52.35493,5.00595,10,0,1,0.66,11,Shared room in boat,1,Shared room,1,8,3,shared bath(s),IJburg - Zeeburgereiland,23,0,97,10,9,10,10,9,9,25,509.7123288
433,25355910,52.39051,4.90581,3,0,1,2.82,5,Shared room in boat,1,Shared room,1,3,0,shared bath(s),Oud-Noord,81,0,87,9,9,8,10,9,8,11,18
434,9088830,52.38987,4.94047,4,365,1,2.65,2,Shared room in boat,0,Shared room,1,4,1.5,shared bath(s),Oud-Noord,158,0,93,9,9,8,9,9,9,20,42.24109589
435,41781053,52.37715,4.92285,16,0,1,0,1,Shared room in boat,1,Shared room,1,18,4,shared bath(s),Oostelijk Havengebied - Indische Buurt,0,0,0,0,0,0,0,0,0,11,500
436,17960148,52.3825,4.83546,2,25,1,0.56,1,Shared room in house,1,Shared room,1,1,1,shared bath(s),Geuzenveld - Slotermeer,24,0,96,10,10,10,10,9,9,10,72.87671233
437,14571208,52.39025,4.88471,4,0,1,0,1,Shared room in house,0,Shared room,1,2,1,shared bath(s),Westerpark,0,0,0,0,0,0,0,0,0,9,120
438,29051,52.36773,4.89151,1,361,1,4.13,2,Private room in apartment,0,Private room,1,1,1,shared bath(s),Centrum-West,481,0,95,10,10,10,10,10,9,17,55
439,247805,52.36707,4.87348,2,0,1,3.16,1,Private room in apartment,0,Private room,1,0,1.5,shared bath(s),De Baarsjes - Oud-West,343,0,97,10,10,10,10,10,9,28,122.1780822
440,446592,52.35852,4.90356,3,364,1,2.34,1,Private room in apartment,0,Private room,2,2,1,private bath(s),De Pijp - Rivierenbuurt,239,0,91,9,10,9,10,10,9,9,100
441,690757,52.374,4.89902,3,358,1,4.32,2,Private room in apartment,0,Private room,1,2,1.5,shared bath(s),Centrum-West,421,0,90,9,9,9,9,10,9,17,185.9068493
3824,10534679,52.35345,4.92062,2,0,1,1.72,1,Private room in guest suite,0,Private room,1,1,1,private bath(s),Oud-Oost,18,0,98,10,10,10,10,9,9,19,80
3825,16614928,52.35199,4.90477,2,343,1,5.02,2,Private room in guest suite,1,Private room,1,1,1,private bath(s),De Pijp - Rivierenbuurt,226,2,100,10,10,10,10,10,10,29,119.3424658
3826,19194848,52.37595,4.94719,2,0,1,0,1,Private room in guest suite,1,Private room,0,1,1,private bath(s),Oostelijk Havengebied - Indische Buurt,0,0,0,0,0,0,0,0,0,8,117.1506849
3827,19527617,52.3783,4.8917,4,341,1,6.09,1,Private room in guest suite,1,Private room,2,2,2,shared bath(s),Centrum-West,234,0,97,10,10,10,10,10,9,33,321.8191781
3828,40651432,52.36614,4.89524,1,0,1,0.11,1,Private room in guest suite,1,Private room,0,1,1,private bath(s),Centrum-West,1,0,100,10,10,10,10,10,8,7,71.02191781
3829,40815112,52.38683,4.88949,2,1,1,2.46,1,Private room in guest suite,1,Private room,0,1,1.5,shared bath(s),Centrum-West,23,2,99,10,10,10,10,10,10,33,119.7131148
3830,42728862,52.36825,4.94742,2,365,1,0.97,1,Room in hotel,1,Private room,0,1,1,shared bath(s),Oostelijk Havengebied - Indische Buurt,7,0,97,9,10,10,8,10,9,9,180.090411
3831,43073663,52.38441,4.83337,2,0,1,0.43,5,Room in hotel,1,Private room,0,1,1,private bath(s),Geuzenveld - Slotermeer,1,0,100,10,10,10,10,10,10,15,121.8794521
3832,43073833,52.38442,4.83365,2,334,1,0.36,5,Room in hotel,1,Private room,0,1,1,private bath(s),Geuzenveld - Slotermeer,1,0,100,10,10,10,10,10,10,15,121.369863
3833,32325478,52.35051,4.84857,2,0,1,0.65,1,Private room in apartment,1,Private room,1,1,1,shared bath(s),Zuid,10,0,87,9,10,9,10,10,9,8,66.54520548
3834,32572428,52.40455,4.90819,3,0,1,2.4,1,Private room in apartment,1,Private room,2,1,1,shared bath(s),Noord-West,47,0,91,9,10,9,10,9,9,10,65.26027397
3835,32974828,52.37657,4.86127,2,118,1,6.09,1,Private room in apartment,1,Private room,1,1,1,shared bath(s),Bos en Lommer,117,2,97,10,10,10,10,9,9,20,66.54520548
3836,33793634,52.37617,4.85649,4,88,1,0,1,Private room in apartment,0,Private room,2,4,1.5,shared bath(s),Bos en Lommer,0,0,0,0,0,0,0,0,0,18,200
3837,33842636,52.36723,4.90443,2,89,1,0,1,Private room in apartment,0,Private room,1,4,1,shared bath(s),Centrum-Oost,0,0,0,0,0,0,0,0,0,11,100
3838,33981751,52.41162,4.90206,2,0,1,6.2,1,Private room in house,0,Private room,1,1,1,shared bath(s),Noord-West,111,5,97,10,10,10,10,10,10,29,37.56284153
3839,33990484,52.36059,4.85763,2,0,1,1.11,1,Private room in apartment,1,Private room,1,1,1,private bath(s),De Baarsjes - Oud-West,20,1,99,10,10,9,10,10,9,19,162
