Property_Key,Property_ID,Latitude,Longitude,Accommodates,Availability_365,Has_availability,Reviews_per_month,Calculated_host_listings_count,Property_type,Instant_bookable,Room_type,Bedrooms,Beds,Bathrooms,Bathrooms_type,Neighbourhood_cleansed,Number_of_reviews,Number_of_reviews_l30d,Review_scores_rating,Review_scores_accuracy,Review_scores_checkin,Review_scores_cleanliness,Review_scores_communication,Review_scores_location,Review_scores_value,Amenity_Count,avgprice
4580,7838274,52.35045,4.91407,2,0,1,0.18,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oud-Oost,11,0,96,10,10,9,10,9,9,11,100.0328767
4581,7899208,52.35448,4.88958,4,0,1,0.42,1,Entire apartment,1,Entire home/apt,4,4,1,shared bath(s),De Pijp - Rivierenbuurt,26,0,96,10,10,9,10,10,9,19,399
17098,17380222,52.38214,4.85928,3,0,1,0.21,81,Entire apartment,1,Entire home/apt,1,3,1,shared bath(s),Bos en Lommer,9,0,93,9,9,9,9,8,8,14,243.3835616
17099,17416197,52.37066,4.84727,4,0,1,0,31,Entire apartment,0,Entire home/apt,2,3,1,shared bath(s),De Baarsjes - Oud-West,0,0,0,0,0,0,0,0,0,10,101.4520548
17100,17426506,52.39009,4.87939,2,0,1,0.46,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Westerpark,20,0,99,10,10,10,10,9,10,23,132.1917808
17101,17455182,52.36047,4.8254,3,0,1,0.59,1,Entire apartment,0,Entire home/apt,2,3,1,shared bath(s),Slotervaart,25,0,99,10,10,10,10,9,9,17,180
17102,17459338,52.36342,4.87943,2,0,1,0.16,1,Entire apartment,1,Entire home/apt,2,1,1,shared bath(s),De Baarsjes - Oud-West,7,0,100,9,10,10,10,10,9,9,170.0246575
17103,17476559,52.35206,4.88721,2,0,1,0.8,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Pijp - Rivierenbuurt,33,0,100,10,10,10,10,10,9,23,159.5972603
17104,17492714,52.36415,4.8754,4,0,1,0.68,1,Entire apartment,0,Entire home/apt,1,2,1.5,shared bath(s),De Baarsjes - Oud-West,29,0,95,10,10,10,10,10,9,15,165.7534247
17105,17504102,52.35706,4.92126,2,0,1,0,1,Entire apartment,0,Entire home/apt,2,1,1,shared bath(s),Oud-Oost,0,0,0,0,0,0,0,0,0,14,130.030137
17106,17508421,52.36265,4.87344,2,71,1,1.11,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,44,0,100,10,10,10,10,10,10,21,125
17107,17538937,52.36418,4.88801,4,0,1,2.26,9,Entire apartment,1,Entire home/apt,3,3,1,shared bath(s),Centrum-Oost,99,0,82,9,9,8,9,10,8,13,186.5601093
17108,17688470,52.3629,4.90751,4,0,1,0.21,3,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Centrum-Oost,9,0,100,10,10,10,10,10,10,15,140
17109,17759347,52.36079,4.89413,2,89,1,0.73,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Centrum-Oost,31,0,100,10,10,10,10,10,10,22,199
17110,17776635,52.35199,4.91291,2,0,1,0.02,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oud-Oost,1,0,100,10,10,10,10,8,10,9,80
17111,17799354,52.36574,4.85702,4,0,1,0.49,86,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),De Baarsjes - Oud-West,20,0,92,9,10,10,10,9,9,29,286.7452055
17112,17888238,52.37847,4.89622,2,0,1,0.15,1,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),Centrum-West,6,0,93,10,10,9,10,10,9,20,130.0082192
17113,17888621,52.39359,4.91357,2,0,1,0.1,2,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oud-Noord,3,0,100,10,10,10,9,9,10,43,150
17114,17932670,52.3698,4.85158,2,0,1,0.2,1,Entire apartment,0,Entire home/apt,1,1,2,shared bath(s),De Baarsjes - Oud-West,8,0,100,10,10,10,10,9,10,25,85
17115,18115831,52.36361,4.85714,4,0,1,0.58,1,Entire apartment,0,Entire home/apt,1,2,1,shared bath(s),De Baarsjes - Oud-West,24,0,94,10,10,10,10,9,9,27,150
17116,18164648,52.3766,4.88657,2,88,1,0.43,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Centrum-West,18,0,98,10,10,9,10,10,9,32,249
17117,18185231,52.34459,4.89637,4,0,1,0.14,1,Entire apartment,1,Entire home/apt,2,2,1,shared bath(s),De Pijp - Rivierenbuurt,6,0,100,10,10,10,10,10,10,36,184
2672,6433051,52.36312,4.87162,4,0,1,0.33,1,Entire apartment,0,Entire home/apt,2,4,1,shared bath(s),De Baarsjes - Oud-West,21,0,93,10,10,9,10,10,9,8,145
2673,6532120,52.37521,4.86165,2,0,1,0.42,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Bos en Lommer,27,0,97,10,10,10,10,9,9,31,84.73770492
2674,6539947,52.35638,4.92577,2,0,1,0.46,1,Entire apartment,0,Entire home/apt,1,1,1.5,shared bath(s),Oud-Oost,29,0,99,10,10,10,10,10,10,30,165
2675,6610865,52.36477,4.92653,2,0,1,0.31,1,Entire apartment,0,Entire home/apt,1,1,1.5,shared bath(s),Oud-Oost,20,0,98,10,10,10,10,9,10,31,139.3013699
2676,6664240,52.35268,4.90984,4,112,1,0.18,1,Houseboat,1,Entire home/apt,2,3,1.5,shared bath(s),Oud-Oost,5,0,100,9,10,10,10,10,10,26,275
2677,6713583,52.36736,4.8517,2,0,1,0.27,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,15,0,99,10,10,10,10,9,10,14,100
2678,6803270,52.36092,4.86608,6,181,1,1.77,1,Entire apartment,0,Entire home/apt,3,4,2,shared bath(s),De Baarsjes - Oud-West,114,1,98,10,10,10,10,10,9,33,354.1643836
2679,6825880,52.38988,4.88739,2,0,1,0.78,1,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),Westerpark,50,0,96,10,10,10,10,9,9,12,129
2680,6845563,52.36391,4.92561,2,99,1,0.49,1,Entire apartment,0,Entire home/apt,1,0,1,shared bath(s),Oud-Oost,31,0,99,10,10,10,10,10,9,19,130.739726
2681,7042979,52.37191,4.84792,2,0,1,0.27,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,17,0,99,10,10,10,10,10,10,14,110
2682,7066408,52.37978,4.86519,2,0,1,1.46,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Westerpark,93,0,96,10,10,10,10,9,9,23,83.80547945
2683,7134945,52.36459,4.88559,3,364,1,0.53,1,Entire apartment,0,Entire home/apt,2,2,1.5,shared bath(s),Centrum-Oost,33,0,97,10,10,9,10,10,9,15,550
2684,7209655,52.3551,4.90111,2,0,1,0.06,1,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),De Pijp - Rivierenbuurt,4,0,80,10,10,10,10,9,9,10,75
2685,7259667,52.3911,4.91282,2,128,1,0.25,1,Entire apartment,0,Entire home/apt,2,3,1,shared bath(s),Oud-Noord,16,0,95,10,10,10,10,9,9,21,150
2686,7292517,52.35321,4.89019,2,0,1,0.6,1,Entire apartment,0,Entire home/apt,1,2,1,shared bath(s),De Pijp - Rivierenbuurt,17,0,95,9,10,9,10,10,9,28,83.08469945
2687,7301966,52.37548,4.88108,2,244,1,0.08,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Centrum-West,4,0,90,10,10,9,10,10,8,7,200
2688,7316463,52.37012,4.90573,2,0,1,0.25,1,Entire apartment,1,Entire home/apt,1,1,1.5,shared bath(s),Centrum-Oost,14,0,96,10,10,10,10,10,10,44,210
2689,7325444,52.37594,4.84647,2,88,1,0.39,1,Entire apartment,0,Entire home/apt,0,2,1,shared bath(s),Bos en Lommer,25,0,90,10,9,9,9,9,9,18,118
2690,7372331,52.35311,4.84783,4,2,1,0.68,1,Entire apartment,0,Entire home/apt,3,3,1,shared bath(s),Zuid,10,0,100,10,10,10,10,10,10,20,125
2691,7383060,52.35777,4.85763,4,283,1,0.35,1,Entire apartment,1,Entire home/apt,2,2,1,shared bath(s),De Baarsjes - Oud-West,22,0,99,10,10,10,10,10,9,9,148.5589041
6190,45237781,52.36059,4.98968,2,364,1,1.58,1,Private room in houseboat,0,Private room,1,1,1.5,shared bath(s),IJburg - Zeeburgereiland,2,1,100,10,10,10,10,10,10,27,80.00547945
6191,45356991,52.36157,4.90013,4,159,1,0,1,Private room in houseboat,0,Private room,1,1,1,private bath(s),Centrum-Oost,0,0,0,0,0,0,0,0,0,17,140.5479452
6192,45419057,52.35417,4.89174,4,1,1,0,1,Private room in bed and breakfast,1,Private room,2,2,1,private bath(s),De Pijp - Rivierenbuurt,0,0,0,0,0,0,0,0,0,9,199
6193,30514273,52.35563,4.90056,2,0,1,0,2,Private room in bed and breakfast,1,Private room,1,1,1,shared bath(s),De Pijp - Rivierenbuurt,0,0,0,0,0,0,0,0,0,6,151.7205479
6194,31616271,52.36294,4.8294,4,91,1,0.98,1,Private room in bed and breakfast,0,Private room,2,2,1.5,shared bath(s),Slotervaart,20,0,97,10,10,10,10,9,9,34,146.6849315
6195,33416933,52.36959,4.87453,2,173,1,1.22,2,Private room in bed and breakfast,0,Private room,1,1,1,private bath(s),De Baarsjes - Oud-West,21,0,90,9,7,9,9,9,8,13,99.67945205
6196,33441780,52.38917,4.93594,4,0,1,1.34,1,Private room in bed and breakfast,1,Private room,2,2,1.5,shared bath(s),Oud-Noord,24,1,99,10,10,10,10,10,10,23,163.3251366
6197,33937030,52.37338,4.90653,4,365,1,0.19,3,Private room in houseboat,0,Private room,2,2,2,shared bath(s),Centrum-Oost,3,0,93,9,9,10,10,10,9,29,413.3835616
6198,35176645,52.3703,4.90621,4,0,1,3.65,2,Private room in houseboat,0,Private room,1,2,1.5,shared bath(s),Centrum-Oost,58,0,93,10,10,9,10,10,9,25,252.1424658
6199,35440735,52.36849,4.88828,4,0,1,0.07,6,Private room in bed and breakfast,1,Private room,1,2,1,private bath(s),Centrum-West,1,0,40,6,6,2,8,10,6,20,95.40163934
6200,36061173,52.3575,4.90105,2,0,1,1.98,2,Private room in loft,0,Private room,0,2,1,shared bath(s),De Pijp - Rivierenbuurt,31,0,85,9,10,8,10,10,9,13,57.47540984
6201,36684541,52.39548,4.90645,2,0,1,1.43,3,Private room in loft,0,Private room,1,1,1.5,shared bath(s),Oud-Noord,21,0,97,10,10,10,10,10,9,30,59.15342466
6202,38459144,52.35501,4.88752,1,0,1,0.16,1,Private room in bed and breakfast,0,Private room,1,1,1,shared bath(s),De Pijp - Rivierenbuurt,2,0,100,9,9,9,9,10,10,14,28.01092896
6203,39765438,52.37686,4.89392,2,180,1,0,16,Private room in bed and breakfast,1,Private room,1,1,1,shared bath(s),Centrum-West,0,0,0,0,0,0,0,0,0,10,174.8575342
6204,39767034,52.37582,4.8923,2,180,1,0.1,16,Private room in bed and breakfast,1,Private room,1,1,1,shared bath(s),Centrum-West,1,0,80,4,10,8,10,10,6,12,174.8575342
6205,40911152,52.4126,4.89993,2,0,1,0,1,Private room in bed and breakfast,0,Private room,1,1,1,private bath(s),Noord-West,0,0,0,0,0,0,0,0,0,9,85
6206,41580810,52.37336,4.90255,4,0,1,0.13,1,Private room in bed and breakfast,1,Private room,2,4,1,private bath(s),Centrum-Oost,1,0,20,6,2,2,2,10,2,12,396
6207,43254740,52.38238,4.88821,2,247,1,0,2,Private room in bed and breakfast,0,Private room,1,1,1,private bath(s),Centrum-West,0,0,0,0,0,0,0,0,0,15,103.9178082
6208,43875549,52.3751,4.88121,2,78,1,0.71,1,Private room in bed and breakfast,0,Private room,0,2,1,private bath(s),Centrum-West,2,0,100,10,10,10,10,10,10,26,156.6575342
11499,6392669,52.41663,4.90463,5,0,1,0.25,1,Entire house,0,Entire home/apt,3,5,1,shared bath(s),Noord-West,16,0,97,10,10,10,10,8,9,29,135
11500,6394362,52.37689,4.88136,2,0,1,0.03,1,Entire house,0,Entire home/apt,1,1,1,shared bath(s),Centrum-West,2,0,100,10,10,10,10,10,10,9,195
11501,6636388,52.36813,4.88606,2,283,1,1.75,3,Entire house,0,Entire home/apt,1,1,1,shared bath(s),Centrum-West,114,0,96,10,10,10,10,10,10,11,165
11502,6806602,52.39976,4.90331,4,0,1,0.39,1,Entire house,0,Entire home/apt,4,4,2,shared bath(s),Oud-Noord,7,0,94,10,9,8,9,9,10,33,301.5835616
11503,6826156,52.37462,4.90361,4,0,1,0.04,1,Entire house,0,Entire home/apt,3,8,3,shared bath(s),Centrum-Oost,2,0,0,0,0,0,0,0,0,11,265
11504,6835619,52.35615,4.85354,6,0,1,0.03,1,Entire house,0,Entire home/apt,4,4,2,shared bath(s),Zuid,2,0,100,10,10,10,10,9,9,10,325
11505,8331085,52.36283,4.86726,4,122,1,0.48,1,Entire house,1,Entire home/apt,3,5,2,shared bath(s),De Baarsjes - Oud-West,29,0,97,10,10,9,10,10,9,13,261.4657534
11506,21089325,52.33546,4.87179,2,0,1,0.08,1,Entire loft,1,Entire home/apt,0,1,1,shared bath(s),Buitenveldert - Zuidas,3,0,100,10,10,10,10,9,10,16,120
11507,21940315,52.34102,4.92395,4,0,1,0.22,2,Entire loft,0,Entire home/apt,2,2,2,shared bath(s),Watergraafsmeer,7,0,100,10,10,10,10,9,9,42,300.0684932
11508,23820910,52.35746,4.99932,4,36,1,0.21,1,Entire loft,0,Entire home/apt,2,3,1,shared bath(s),IJburg - Zeeburgereiland,6,0,83,10,8,9,9,8,8,14,160
11509,27498255,52.36908,4.91015,2,0,1,0.24,1,Entire loft,0,Entire home/apt,1,1,1.5,shared bath(s),Centrum-Oost,6,0,100,10,10,10,10,10,9,27,300
11510,29093934,52.3667,4.91016,4,302,1,0.28,1,Entire loft,0,Entire home/apt,4,4,3.5,shared bath(s),Centrum-Oost,6,0,97,10,10,10,10,10,9,35,800
11511,55709,52.35896,4.89726,3,0,1,0.49,1,Entire loft,0,Entire home/apt,1,1,1.5,shared bath(s),Centrum-Oost,59,0,99,10,10,10,10,10,10,29,159
11512,728144,52.36093,4.89802,4,98,1,1.17,1,Entire loft,0,Entire home/apt,2,4,1,shared bath(s),Centrum-Oost,113,1,98,10,10,10,10,10,10,23,260.7123288
11513,5023777,52.39107,4.88179,2,0,1,0.48,1,Entire loft,0,Entire home/apt,1,1,1,shared bath(s),Westerpark,27,0,98,10,10,9,10,10,10,16,79
11514,6210110,52.34419,4.81032,2,1,1,0.69,1,Entire loft,1,Entire home/apt,1,2,1.5,shared bath(s),De Aker - Nieuw Sloten,45,1,91,9,10,9,10,8,9,29,88.45205479
11515,7166473,52.38728,4.88526,4,177,1,0.33,1,Entire loft,0,Entire home/apt,3,3,1.5,shared bath(s),Centrum-West,16,0,99,10,10,10,10,10,9,34,350
11516,7167087,52.36352,4.92794,4,0,1,0.66,1,Entire loft,0,Entire home/apt,2,2,2,shared bath(s),Oud-Oost,42,0,98,10,10,10,10,9,9,17,195
11517,7324648,52.36967,4.86859,5,0,1,0.47,1,Entire loft,0,Entire home/apt,4,4,1,shared bath(s),De Baarsjes - Oud-West,30,0,95,10,10,9,9,10,9,44,258.060274
11518,11708784,52.35612,4.88795,2,12,1,0.79,1,Entire loft,1,Entire home/apt,1,2,1.5,shared bath(s),De Pijp - Rivierenbuurt,42,0,99,10,10,10,10,10,10,45,191.5013699
11519,16013520,52.36046,4.92405,2,0,1,0,1,Entire loft,0,Entire home/apt,2,1,1,shared bath(s),Oud-Oost,0,0,0,0,0,0,0,0,0,14,180
1187,1201952,52.36368,4.93743,2,0,1,0.35,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oostelijk Havengebied - Indische Buurt,22,0,97,10,10,10,10,9,9,27,80
1188,1251811,52.37003,4.85446,2,0,1,0.7,1,Entire apartment,0,Entire home/apt,1,1,1.5,shared bath(s),De Baarsjes - Oud-West,27,0,97,10,10,10,10,9,9,29,119
1189,1279735,52.35916,4.89739,2,0,1,0.37,1,Entire apartment,0,Entire home/apt,1,0,2,shared bath(s),Centrum-Oost,33,0,99,10,10,10,10,10,10,20,225
1190,1362020,52.38143,4.91619,3,0,1,0.06,1,Entire apartment,0,Entire home/apt,2,3,1,shared bath(s),Oud-Noord,5,0,95,10,10,10,10,10,10,13,140
1191,1383369,52.38086,4.86978,4,0,1,1.4,1,Entire apartment,1,Entire home/apt,2,1,1,shared bath(s),Westerpark,122,0,95,10,10,9,10,10,10,40,170
1192,1401858,52.37022,4.86686,3,1,1,0.46,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),De Baarsjes - Oud-West,40,0,97,10,10,10,10,10,9,28,150
1193,1605387,52.36489,4.94046,2,0,1,0.3,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oostelijk Havengebied - Indische Buurt,26,0,98,10,10,9,10,9,10,21,72.95616438
1194,1633234,52.36626,4.87637,2,81,1,0.65,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,53,0,100,10,10,9,10,10,9,24,136.4054795
1195,1634726,52.35025,4.85425,2,0,1,0.42,3,Entire apartment,0,Entire home/apt,1,2,1,shared bath(s),Zuid,33,0,93,9,10,9,10,9,9,22,112.8767123
1196,1644337,52.3757,4.84387,2,120,1,0.4,1,Entire apartment,0,Entire home/apt,0,0,1,shared bath(s),Bos en Lommer,34,0,98,10,10,9,10,9,9,27,82
1197,870225,52.3526,4.90083,4,0,1,1.01,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),De Pijp - Rivierenbuurt,92,0,95,10,10,9,10,10,9,21,180
1198,978043,52.37004,4.90311,2,7,1,0.39,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Centrum-Oost,36,0,95,10,9,9,10,10,9,28,169
1199,1035801,52.35253,4.85615,4,283,1,0.2,1,Entire apartment,0,Entire home/apt,2,4,1,shared bath(s),Zuid,17,0,95,10,10,9,10,10,10,23,225
1200,1136289,52.37237,4.84861,2,0,1,0.41,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,17,0,99,9,9,10,9,9,9,30,145
1201,1162769,52.35801,4.92046,4,180,1,0.12,1,Entire apartment,0,Entire home/apt,4,4,1,shared bath(s),Oud-Oost,10,0,96,10,10,9,10,9,9,13,290.7534247
1202,1194607,52.37228,4.92424,5,0,1,0.05,1,Entire apartment,0,Entire home/apt,3,3,1,shared bath(s),Centrum-Oost,3,0,93,9,10,9,10,9,9,21,200
1203,1237639,52.37447,4.90018,7,365,1,0.08,7,Entire apartment,0,Entire home/apt,4,6,1,shared bath(s),Centrum-West,4,0,80,9,9,8,9,7,9,12,678.4931507
1204,1282489,52.3847,4.91435,3,0,1,1.24,2,Entire apartment,0,Entire home/apt,1,2,1,shared bath(s),Oud-Noord,106,0,95,10,10,9,10,9,10,8,89
1205,1338745,52.35885,4.91209,4,70,1,0.14,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Oud-Oost,12,0,95,9,10,9,10,9,9,12,150
1206,1339705,52.36376,4.89419,4,343,1,0.56,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Centrum-Oost,44,0,98,10,10,9,10,10,9,13,402.9041096
9804,19320654,52.35239,4.90417,2,0,1,0,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Pijp - Rivierenbuurt,0,0,0,0,0,0,0,0,0,13,150
9805,19400264,52.3419,4.89958,2,0,1,0.03,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Pijp - Rivierenbuurt,1,0,0,0,0,0,0,0,0,12,139
9806,19419261,52.35104,4.84882,2,0,1,0.08,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Zuid,3,0,100,10,10,10,10,10,9,15,68
9807,19432265,52.36077,4.86592,2,0,1,0.33,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,13,0,100,10,10,10,10,10,10,29,150
9808,19445999,52.356,4.91047,3,0,1,1.02,1,Entire apartment,0,Entire home/apt,1,3,1,shared bath(s),Oud-Oost,40,0,95,10,10,9,10,9,9,24,137.630137
9809,19520844,52.34545,4.8649,4,0,1,0.43,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Zuid,17,0,99,10,10,10,10,10,10,19,419.7616438
9810,19568560,52.37283,4.96743,4,0,1,0,1,Entire apartment,0,Entire home/apt,3,2,2,shared bath(s),IJburg - Zeeburgereiland,0,0,0,0,0,0,0,0,0,22,150
9811,19580365,52.38364,4.84818,4,0,1,0.05,1,Entire apartment,0,Entire home/apt,2,4,1,shared bath(s),Bos en Lommer,1,0,0,0,0,0,0,0,0,15,236.5068493
9812,19607802,52.36393,4.87497,4,0,1,0.18,1,Entire apartment,0,Entire home/apt,2,3,2,shared bath(s),De Baarsjes - Oud-West,7,0,93,9,10,9,10,10,9,17,275
9813,19614073,52.36578,4.86764,2,0,1,0.24,1,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,9,0,93,10,10,10,10,9,9,8,120
9814,19689768,52.32989,4.8808,4,0,1,0.31,1,Entire apartment,0,Entire home/apt,2,3,1,shared bath(s),Buitenveldert - Zuidas,12,0,88,9,10,8,10,8,8,30,250
9815,19731559,52.35091,4.88846,4,0,1,0,1,Entire apartment,0,Entire home/apt,1,2,1,shared bath(s),De Pijp - Rivierenbuurt,0,0,0,0,0,0,0,0,0,8,200
9816,19751149,52.35963,4.92586,2,0,1,0.3,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oud-Oost,7,0,100,10,10,10,10,10,9,32,200
9817,19757448,52.37426,4.86409,4,0,1,0.79,1,Entire apartment,0,Entire home/apt,2,2,1.5,shared bath(s),De Baarsjes - Oud-West,2,0,80,8,10,8,10,9,6,16,119.3835616
9818,19761905,52.29496,4.97889,2,90,1,0.03,1,Entire apartment,1,Entire home/apt,1,2,1.5,shared bath(s),Gaasperdam - Driemond,1,0,0,0,0,0,0,0,0,32,53.23561644
9819,19772314,52.37679,4.88423,4,1,1,0.21,1,Entire apartment,1,Entire home/apt,2,2,1,shared bath(s),Centrum-West,8,0,97,10,10,9,10,10,9,27,200
9820,19793933,52.35842,4.93718,4,0,1,0.47,1,Entire apartment,0,Entire home/apt,2,1,1.5,shared bath(s),Oostelijk Havengebied - Indische Buurt,13,0,100,10,10,10,10,9,9,23,250
9821,19796378,52.377,4.87667,4,0,1,0.11,1,Entire apartment,1,Entire home/apt,2,2,1,shared bath(s),Westerpark,4,0,80,10,9,8,10,9,8,24,250
9822,19797076,52.37831,4.85578,3,0,1,0.18,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Bos en Lommer,7,0,100,10,10,10,10,9,10,21,100
9823,19801478,52.3648,4.85315,2,0,1,0.05,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,2,0,100,10,10,10,9,9,10,9,75
15149,12702737,52.34906,5.002,4,0,1,0.11,1,Entire townhouse,0,Entire home/apt,4,4,1,shared bath(s),IJburg - Zeeburgereiland,6,0,93,9,10,9,10,9,9,29,185
15150,12920292,52.36398,4.87709,4,0,1,0.14,1,Entire townhouse,0,Entire home/apt,4,4,1,shared bath(s),De Baarsjes - Oud-West,7,0,100,10,10,10,10,10,10,24,315
15151,13465532,52.36376,4.87199,6,0,1,0,1,Entire townhouse,0,Entire home/apt,4,4,1,shared bath(s),De Baarsjes - Oud-West,0,0,0,0,0,0,0,0,0,10,140.1205479
15152,13896145,52.37766,4.88492,4,0,1,1.01,1,Entire townhouse,1,Entire home/apt,2,4,1.5,shared bath(s),Centrum-West,50,0,97,10,10,10,10,10,10,18,215
15153,31033102,52.37004,4.88141,2,0,1,0.37,1,Entire apartment,1,Entire home/apt,0,1,1,shared bath(s),Centrum-West,8,0,94,10,10,9,10,10,8,6,150.0328767
15154,31034532,52.35847,4.93794,4,0,1,0,1,Entire apartment,0,Entire home/apt,2,3,1,shared bath(s),Oostelijk Havengebied - Indische Buurt,0,0,0,0,0,0,0,0,0,13,200
15155,31050856,52.38343,4.87715,4,7,1,0.25,1,Entire apartment,0,Entire home/apt,3,5,1.5,shared bath(s),Westerpark,5,0,100,10,10,10,10,10,10,36,255
15156,31073828,52.30832,4.98095,3,2,1,0.32,1,Entire apartment,0,Entire home/apt,1,2,1.5,shared bath(s),Gaasperdam - Driemond,7,0,97,10,10,10,10,9,10,17,139.7945205
15157,31100723,52.35616,4.89625,3,26,1,0.71,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),De Pijp - Rivierenbuurt,11,0,98,10,10,9,10,10,9,18,200.4109589
15158,31111696,52.416,4.89984,4,0,1,0,1,Entire apartment,1,Entire home/apt,3,2,1.5,shared bath(s),Noord-West,0,0,0,0,0,0,0,0,0,13,60
15159,31148092,52.35691,4.9041,4,359,1,0.31,1,Entire apartment,0,Entire home/apt,2,3,1,shared bath(s),De Pijp - Rivierenbuurt,6,0,100,10,10,10,10,10,10,26,299
15160,31347735,52.36425,4.86046,2,0,1,0.19,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,2,0,100,10,10,9,10,10,10,9,98.51092896
15161,31373147,52.35788,4.85859,2,68,1,0.22,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,4,0,100,10,10,10,10,10,10,15,140
15162,32040809,52.37583,4.87062,4,0,1,0.09,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Westerpark,1,0,100,10,10,10,8,10,10,17,220
15163,32078912,52.38302,4.91454,3,0,1,0.24,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Oud-Noord,4,0,100,10,10,10,10,10,9,12,125
15164,32228213,52.37337,4.85769,2,0,1,0.39,1,Entire apartment,0,Entire home/apt,1,2,1.5,shared bath(s),De Baarsjes - Oud-West,6,0,100,10,10,10,10,10,10,26,100.0027397
15165,32234160,52.36481,4.9108,2,88,1,0.47,15,Entire apartment,1,Entire home/apt,1,1,1,shared bath(s),Centrum-Oost,4,0,95,10,10,10,10,10,10,28,108.9178082
15166,32235546,52.36611,4.90977,4,88,1,0.57,15,Entire apartment,1,Entire home/apt,1,2,2,shared bath(s),Centrum-Oost,1,0,100,10,10,10,10,8,10,29,209.1178082
15167,32300799,52.35587,4.90935,2,0,1,0.56,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oud-Oost,11,0,98,10,10,9,10,9,9,12,240
15168,32325935,52.35316,4.84836,4,0,1,0.9,1,Entire apartment,0,Entire home/apt,2,2,1.5,shared bath(s),Zuid,17,0,98,10,10,10,10,10,10,26,215.2712329
17118,18194727,52.36364,4.85985,2,0,1,0.36,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),De Baarsjes - Oud-West,15,0,98,10,10,10,10,9,10,17,110
17119,18220143,52.37489,4.87424,4,0,1,0.34,1,Entire apartment,1,Entire home/apt,2,3,2,shared bath(s),Westerpark,13,0,92,10,9,10,10,10,9,22,259.5928962
17120,18266190,52.38339,4.91157,2,0,1,0.65,1,Entire apartment,0,Entire home/apt,1,1,1,shared bath(s),Oud-Noord,26,0,93,10,10,9,10,9,9,24,99
17121,18290475,52.3707,4.91392,3,0,1,0.05,1,Entire apartment,0,Entire home/apt,2,2,1,shared bath(s),Centrum-Oost,2,0,100,10,10,10,10,10,10,23,165
17122,18338487,52.32496,4.8728,4,0,1,0.19,1,Entire apartment,0,Entire home/apt,3,5,1,shared bath(s),Buitenveldert - Zuidas,8,0,100,10,10,9,10,9,9,18,175
